Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 6 workers.

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
Joint Model Personalization Runtime: 0.430246 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         33          0.274634                            0.755
     1         66          0.274444     0.000555807            0.164      
     2         99          0.274444     0.000302896            0.164      
     3        132          0.274444      7.5724e-05            0.164      
     4        165          0.274444      1.8931e-05            0.164      
     5        198          0.274444     4.73275e-06            0.164      
     6        231          0.274444     1.18319e-06            0.164      
     7        264          0.274439     2.95797e-07            0.123      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.
lsqnonlin stopped because the <a href = "matlab: helpview('optim','norm_current_step','CSHelpWindow');">size of the current step</a> is less than
the value of the <a href = "matlab: helpview('optim','step_size_tol','CSHelpWindow');">step size tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit2basic','lsqnonlin'},{'optimlib:snls:Exit2detailed','2.957969e-07','1.000000e-06'},true,true);;">stopping criteria details</a>>
Joint Model Personalization Runtime: 0.078664 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         73          0.414049                             4.53
     1        146           0.38034      0.00824687             3.12      
     2        219          0.366503        0.010954             2.78      
     3        292          0.357585      0.00746978             3.16      
     4        365          0.357585      0.00674902             3.16      
     5        438          0.345955      0.00168726             1.39      
     6        511          0.339141      0.00337451             1.06      
     7        584           0.33156      0.00674902              1.3      
     8        657          0.326734      0.00501886             1.88      
     9        730          0.320207      0.00421292             2.57      
    10        803          0.314188      0.00325146             1.46      
    11        876          0.308032      0.00576679              1.4      
    12        949           0.30393      0.00494398             1.36      
    13       1022           0.30248      0.00404788              2.2      
    14       1095          0.298221      0.00586075             1.75      
    15       1168          0.293734      0.00773927             2.07      
    16       1241           0.28841      0.00834102             1.43      
    17       1314          0.284143      0.00404335            0.998      
    18       1387          0.282905      0.00552432             1.55      
    19       1460          0.280106      0.00266853             1.17      
    20       1533          0.278652      0.00409737             1.08      

<a href = "matlab: helpview('optim','solver_stopped_premature','CSHelpWindow');">Solver stopped prematurely</a>.

lsqnonlin stopped because it exceeded the function evaluation limit,
<a href = "matlab: helpview('optim','max_fun_evals','CSHelpWindow');">options.MaxFunctionEvaluations</a> = 1.500000e+03.

Joint Model Personalization Runtime: 0.516379 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         25          0.039882                             12.3
     1         50          0.039882     0.000244973             12.3      
     2         75         0.0382124     6.12431e-05             13.1      
     3        100         0.0382124     6.12431e-05             13.1      
     4        125         0.0382124     1.53108e-05             13.1      
     5        150         0.0367947      3.8277e-06             6.97      
     6        175         0.0367947     7.65539e-06             6.97      
     7        200         0.0367947     1.91385e-06             6.97      
     8        225         0.0367947     4.78462e-07             6.97      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.
lsqnonlin stopped because the <a href = "matlab: helpview('optim','norm_current_step','CSHelpWindow');">size of the current step</a> is less than
the value of the <a href = "matlab: helpview('optim','step_size_tol','CSHelpWindow');">step size tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit2basic','lsqnonlin'},{'optimlib:snls:Exit2detailed','4.784620e-07','1.000000e-06'},true,true);;">stopping criteria details</a>>
Joint Model Personalization Runtime: 0.124761 Hours
