Step,StepName,InitialMean_mm,FinalMean_mm,MeanChange_mm,InitialRMS_mm,FinalRMS_mm,RMSChange_mm,InitialMax_mm,FinalMax_mm,InitialErrorFile,FinalErrorFile
1,SUBJ24_1_JMP_01_pelvis_thigh_marker_adjustment,12.4180853148789,8.1310490532872,-4.28703626159169,14.9163723177027,9.40901232961412,-5.50735998808858,51.99603,28.69553,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_01_SUBJ24_1_JMP_01_pelvis_thigh_marker_adjustment\SUBJ24_1_JMP_01_pelvis_thigh_marker_adjustment_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_01_SUBJ24_1_JMP_01_pelvis_thigh_marker_adjustment\SUBJ24_1_JMP_01_pelvis_thigh_marker_adjustment_task_1_finalErrors.sto
2,SUBJ24_1_JMP_02_knee_ankle_joint_personalization,8.1310490532872,8.75771260761247,0.626663554325264,9.40901232961412,9.96879483759549,0.559782507981374,28.69553,22.02367,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_02_SUBJ24_1_JMP_02_knee_ankle_joint_personalization\SUBJ24_1_JMP_02_knee_ankle_joint_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_02_SUBJ24_1_JMP_02_knee_ankle_joint_personalization\SUBJ24_1_JMP_02_knee_ankle_joint_personalization_task_1_finalErrors.sto
3,SUBJ24_1_JMP_03_lower_limb_body_marker_personalization,8.75771260761247,7.20825563737024,-1.54945697024222,9.96879483759549,8.62586143776738,-1.34293339982811,22.02367,21.54199,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_03_SUBJ24_1_JMP_03_lower_limb_body_marker_personalization\SUBJ24_1_JMP_03_lower_limb_body_marker_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_03_SUBJ24_1_JMP_03_lower_limb_body_marker_personalization\SUBJ24_1_JMP_03_lower_limb_body_marker_personalization_task_1_finalErrors.sto
4,SUBJ24_1_JMP_04_ankle_axis_personalization,7.20825563737024,7.20825563737024,0,8.62586143776738,8.62586143776738,0,21.54199,21.54199,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_04_SUBJ24_1_JMP_04_ankle_axis_personalization\SUBJ24_1_JMP_04_ankle_axis_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_04_SUBJ24_1_JMP_04_ankle_axis_personalization\SUBJ24_1_JMP_04_ankle_axis_personalization_task_1_finalErrors.sto
5,SUBJ24_1_JMP_05_torso_marker_adjustment,7.20825563737024,3.97605307404845,-3.2322025633218,8.62586143776738,4.92751468501638,-3.698346752751,21.54199,21.12709,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_05_SUBJ24_1_JMP_05_torso_marker_adjustment\SUBJ24_1_JMP_05_torso_marker_adjustment_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_05_SUBJ24_1_JMP_05_torso_marker_adjustment\SUBJ24_1_JMP_05_torso_marker_adjustment_task_1_finalErrors.sto
6,SUBJ24_1_JMP_06_shoulder_elbow_joint_personalization,3.97605307404845,3.97661933287197,0.000566258823523832,4.92751468501638,4.92721910916602,-0.000295575850361302,21.12709,20.80124,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_06_SUBJ24_1_JMP_06_shoulder_elbow_joint_personalization\SUBJ24_1_JMP_06_shoulder_elbow_joint_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_06_SUBJ24_1_JMP_06_shoulder_elbow_joint_personalization\SUBJ24_1_JMP_06_shoulder_elbow_joint_personalization_task_1_finalErrors.sto
7,SUBJ24_1_JMP_07_upper_limb_body_marker_personalization,3.97661933287197,3.90235171349481,-0.0742676193771592,4.92721910916602,4.88420000557096,-0.0430191035950553,20.80124,20.92894,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_07_SUBJ24_1_JMP_07_upper_limb_body_marker_personalization\SUBJ24_1_JMP_07_upper_limb_body_marker_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_07_SUBJ24_1_JMP_07_upper_limb_body_marker_personalization\SUBJ24_1_JMP_07_upper_limb_body_marker_personalization_task_1_finalErrors.sto
8,SUBJ24_1_JMP_08_wrist_axis_personalization,3.90235171349481,3.90084455086505,-0.0015071626297573,4.88420000557096,4.88312321605215,-0.00107678951881407,20.92894,20.90014,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_08_SUBJ24_1_JMP_08_wrist_axis_personalization\SUBJ24_1_JMP_08_wrist_axis_personalization_task_1_initialErrors.sto,C:\Users\lucia\Desktop\TFG\2_JMP\SUBJ24\Walk_1\SUBJ24_1_JMP_results\SUBJ24_1_STO_and_Plots_ONLY\step_08_SUBJ24_1_JMP_08_wrist_axis_personalization\SUBJ24_1_JMP_08_wrist_axis_personalization_task_1_finalErrors.sto
