Marker,RMS_State00_mm,RMS_State01_mm,RMS_State02_mm,RMS_State03_mm,RMS_State04_mm,RMS_State05_mm,RMS_State06_mm,RMS_State07_mm,RMS_State08_mm,Improvement_mm,Improvement_pct
R_Asis,13.8789420346817,4.7913995404084,5.15566119285928,4.58021622293783,4.58021622293783,4.74186786455713,4.72823015251322,4.7517285674291,4.7517285674291,9.12721346725262,65.7630347071475
L_Asis,8.18561051001849,5.43619103278818,5.41693929080428,4.79156925104775,4.79156925104775,4.67563348684542,4.68156227529521,4.65011985607717,4.65011985607717,3.53549065394132,43.1915328687357
R_Psis,4.48127173172942,3.82666215808047,3.88040912512996,3.75838377570425,3.75838377570425,3.46850206953028,3.46531045572338,3.4438147444681,3.4438147444681,1.03745698726132,23.1509502071847
L_Psis,6.76541805688318,4.52379496498301,4.59584954765893,4.30790246432843,4.30790246432843,3.8609810529935,3.85884652368633,3.79480066076761,3.79480066076761,2.97061739611556,43.9088519163016
Sacral,5.10367801774816,3.50096560663005,3.56354194427503,3.35270693935048,3.35270693935048,2.88946669139901,2.88480472665756,2.83127557593746,2.83127557593746,2.2724024418107,44.5248002305076
R_Thigh_Lateral,14.4866800749139,7.64555886426989,8.87383710810451,7.00347178944936,7.00347178944936,7.06743114018229,7.06016102117495,7.09347731954351,7.09347731954351,7.3932027553704,51.034486280766
R_Knee_Lateral,29.506438733275,7.14848347006045,7.67743911432931,5.96863392359827,5.96863392359827,6.07652148674888,6.08151423309941,6.12352719174475,6.12352719174475,23.3829115415302,79.2468103416387
R_Shank_Lateral,15.8481727437867,7.04242280007907,9.31599979701719,6.09957858114013,6.09957858114013,6.19312775536671,6.18768222879961,6.16377230170207,6.16377230170207,9.68440044208458,61.1073629663798
R_Ankle_Lateral,12.6840131796241,2.78330564762495,5.43183171859063,2.42228712459033,2.42228712459033,2.44171689019704,2.43564937584476,2.44535776915442,2.44535776915442,10.2386554104696,80.7209458510915
R_Heel,10.3728873743744,3.22408475517947,3.80884043435361,2.42997448030592,2.42997448030592,2.4727285203645,2.46915085119633,2.47240446767704,2.47240446767704,7.90048290669738,76.1647420005257
R_Toe,3.75382069724303,1.54502712504957,2.03722261441949,1.13659857705463,1.13659857705463,1.16965496052378,1.16674935146363,1.17058067294536,1.17058067294536,2.58324002429767,68.8162869951385
L_Thigh_Lateral,14.8078890932846,5.63028823814695,5.46816151601901,5.0215187895456,5.0215187895456,4.92038447429638,4.90626361883009,4.88259303550584,4.88259303550584,9.92529605777877,67.0270826263812
L_Knee_Lateral,14.4598724825584,7.38103747897502,7.51205568745688,6.19629453887159,6.19629453887159,5.99578631914129,6.01982528606602,5.95341975153622,5.95341975153622,8.5064527310222,58.8279927176587
L_Shank_Lateral,11.4882516377029,7.51889282030031,7.37095030339089,6.48578414140743,6.48578414140743,6.44144652810869,6.44599884567625,6.4289980197127,6.4289980197127,5.05925361799022,44.0384993081665
L_Ankle_Lateral,11.3237016124566,6.02391104931884,6.0813052500063,5.31571044237724,5.31571044237724,5.22896287781878,5.22499388704169,5.20486650397021,5.20486650397021,6.11883510848634,54.035644155047
L_Heel,8.40949770833905,3.86220250000508,4.05884737984202,2.58556989584839,2.58556989584839,2.55137242346251,2.53953425512616,2.5280861540136,2.5280861540136,5.88141155432546,69.9377270594094
L_Toe,6.77118947771001,2.25910867922234,2.58121540402888,1.89735423884192,1.89735423884192,1.88236534773212,1.87815371217416,1.86046201405061,1.86046201405061,4.91072746365941,72.5238524165505
R_Shoulder,12.0942696416227,11.5966101893492,11.5965401831053,11.4908555760173,11.4908555760173,4.78346474826531,4.78698627957571,4.71421248754229,4.71421248754229,7.38005715408039,61.0211064641867
L_Shoulder,9.94607631872598,9.50308922719472,9.49578342258986,9.49277839365371,9.49277839365371,4.19034445624693,4.19131038065726,4.08611157613933,4.08611157613933,5.85996474258666,58.9173514741065
C7,10.5819391885759,8.82299008176296,8.78527627848489,8.72554165770554,8.72554165770554,5.07349960321862,5.07400435328709,4.94953377052086,4.94953377052086,5.63240541805499,53.2265903033697
J_Notch,5.41222067690935,5.47891035066206,5.48470509996271,5.46338172447431,5.46338172447431,2.79998246648621,2.79020415439288,2.74707052054426,2.74707052054426,2.66515015636509,49.2431908354304
Thoracic,10.3285702294198,9.83508382180016,9.72460458103111,9.66715607743379,9.66715607743379,9.28338313508757,9.28333170903148,9.16486383278572,9.16486383278572,1.16370639663407,11.2668682187916
Sternum,7.6441414457755,7.77461599769019,7.76536338242144,7.67489182826595,7.67489182826595,5.91914697053848,5.90455889512207,5.83087897576626,5.83087897576626,1.81326247000924,23.7209434554789
R_Elbow,5.67013544315546,4.20754044411512,4.16659353075207,4.04768168219392,4.04768168219392,3.73772491081335,3.72763797014578,3.5768807316495,3.5768807316495,2.09325471150595,36.9171906472317
L_Elbow,8.74022144580746,6.24678632073928,6.33163615122289,6.23233584913138,6.23233584913138,4.27283113642629,4.27007128930531,2.9023805517551,2.9023805517551,5.83784089405236,66.7928259054887
R_Wrist,2.69144156419197,2.37429117021044,2.36954350110448,2.35883523885792,2.35883523885792,2.21409214793541,2.20800425231599,1.9472867973856,1.9472867973856,0.74415476680637,27.6489289868636
L_Wrist,3.72837335092051,3.51916603465222,3.5302572350953,3.52437484475083,3.52437484475083,3.17361923025332,3.18468369493352,0.727761605359553,0.727761605359553,3.00061174556095,80.4804525496387
