Marker,RMS_State00_mm,RMS_State01_mm,RMS_State02_mm,RMS_State03_mm,RMS_State04_mm,RMS_State05_mm,RMS_State06_mm,RMS_State07_mm,RMS_State08_mm,Improvement_mm,Improvement_pct
R_Asis,16.3860438952158,5.92080284954717,5.93069567397165,5.35042596220048,5.35042596220048,5.29592517816212,5.29175171596447,5.28418898785338,5.29081936641424,11.0952245288016,67.7114293099204
L_Asis,9.08815085550967,6.25597502122359,6.25143557036892,5.89971967514493,5.89971967514493,5.88825664851585,5.88091847581827,5.88838358403139,5.90524985764487,3.1829009978648,35.0225370206655
R_Psis,6.44934560590621,3.79619492923922,3.79158798152439,3.92682828967979,3.92682828967979,3.91601287496498,3.91970769189546,3.91465017058454,3.91146031515274,2.53788529075347,39.351051189276
L_Psis,10.65732081426,2.90014724374063,2.88554100299262,2.87651169972458,2.87651169972458,2.88273470934544,2.8828640899084,2.88226959878183,2.87375008123127,7.78357073302874,73.0349669366615
Sacral,8.18115697900588,2.94138819824587,2.93769655161987,2.90079867220044,2.90079867220044,2.92663893684449,2.93254414133884,2.91249305031437,2.90689718089378,5.2742597981121,64.4683852375241
R_Thigh_Lateral,20.4166747915065,11.7492066337271,11.7256027495451,11.1269868416222,11.1269868416222,11.1994749344389,11.2054844801679,11.1689826322734,11.1803097850957,9.23636500641072,45.2393208038615
R_Knee_Lateral,22.7230859127621,9.48874774170988,9.46172269343185,8.60657977723523,8.60657977723523,8.57268681246109,8.54840194287561,8.57848071305942,8.56524811444509,14.157837798317,62.3059643072751
R_Shank_Lateral,15.5057609399561,13.1911651547239,13.1583918877601,11.7547668949493,11.7547668949493,11.6935640656883,11.6884569721094,11.7110513818948,11.7012134498693,3.80454749008681,24.5363481664615
R_Ankle_Lateral,6.64576847293353,4.51037849730377,4.59420634968785,4.1582257207068,4.1582257207068,4.18897583582303,4.18822588676568,4.19079222422738,4.19013224559785,2.45563622733568,36.9503728174829
R_Heel,7.90308275122046,4.74699061088627,4.75396957615869,4.22076244514654,4.22076244514654,4.23532019814724,4.21241690024496,4.22391608261725,4.23206098244407,3.67102176877639,46.4505039911101
R_Toe,4.23461564872429,2.80096680254287,2.808751001568,2.4648127465881,2.4648127465881,2.52458853431567,2.49999029300071,2.51654975276664,2.5172758855654,1.71733976315889,40.5547966006372
L_Thigh_Lateral,20.5239309456472,10.5567800179616,10.5922345903019,9.93718706809453,9.93718706809453,10.0026438136823,9.98523237373735,9.97289905634714,9.98733089107792,10.5366000545693,51.3381188158984
L_Knee_Lateral,21.0672884050143,9.05784861407156,9.06708386346305,7.38434964087755,7.38434964087755,7.36196734989958,7.36905342868592,7.38586876550715,7.3549602924788,13.7123281125355,65.088244148553
L_Shank_Lateral,14.7971423768028,10.5238392714942,10.4414348929403,9.91730793578152,9.91730793578152,9.90122199784211,9.89253631082418,9.89801821979839,9.90789506470853,4.88924731209431,33.0418346163857
L_Ankle_Lateral,6.69739978476196,4.30101631413589,4.25295918215954,3.63451898625651,3.63451898625651,3.62307778992629,3.62927419382949,3.62620891390124,3.62828363372171,3.06911615104024,45.8254882443057
L_Heel,7.39692026968906,5.1752034397734,5.13565195182315,4.32569212740967,4.32569212740967,4.31822465329115,4.3192106824566,4.31635154536719,4.32432394288705,3.07259632680201,41.538859616925
L_Toe,3.48927226401812,2.99081816033815,2.99856162858964,2.44846208154827,2.44846208154827,2.4531869544874,2.43709345030493,2.45110953749281,2.45974593837929,1.02952632563882,29.5054741430025
R_Shoulder,2.24117857746816,2.03653601009989,2.03161996071228,2.13412685529349,2.13412685529349,2.1416572204716,2.1386064574934,2.10859428211225,2.10631154246704,0.134867035001121,6.01768356868191
L_Shoulder,6.98524458801129,4.78251795768001,4.78738690348273,4.80006214703372,4.80006214703372,2.86869281616139,2.86880161207689,2.86512638756316,2.87180415072687,4.11344043728441,58.8875648584199
C7,3.19354847496125,4.26137792812337,4.25155052002112,4.18000672187104,4.18000672187104,1.76932984526216,1.76909306614343,1.76954413820929,1.7676417430462,1.42590673191505,44.649603508284
J_Notch,2.74357035489809,2.72553261281695,2.72629307832332,2.76813499190793,2.76813499190793,1.09377059257064,1.09042977645026,1.0603698929805,1.05854318626071,1.68502716863739,61.4173121396034
Thoracic,9.54169839787318,7.31452395517534,7.32117500556328,7.24062749928885,7.24062749928885,2.2104586215532,2.21190709493388,2.20273648633975,2.20214899542122,7.33954940245196,76.9207859691722
Sternum,4.61774769551862,3.54195806042333,3.54365892414034,3.55710556423648,3.55710556423648,2.42827711392817,2.42497661423509,2.4107433771615,2.41106518587353,2.20668250964509,47.7869874048469
R_Elbow,2.09777903262314,2.33630479103875,2.33642269342973,2.46665920865917,2.46665920865917,1.74312187949394,1.74366154071945,1.56516216505957,1.56558577990012,0.532193252723024,25.3693665751606
L_Elbow,2.944038498936,2.82261751794336,2.82658822408784,2.78337896881759,2.78337896881759,2.39654044380321,2.3920768627903,2.38641119853131,2.38957674632422,0.554461752611784,18.8333730286534
R_Wrist,1.41861113325285,1.33707676679817,1.33622289348003,1.39101052592175,1.39101052592175,1.67692478349903,1.6792954168876,1.37986472185391,1.37694037370067,0.0416707595521795,2.93743356268671
L_Wrist,1.97729934695574,2.07983853926682,2.07655249978032,2.08221910179139,2.08221910179139,1.87272302114828,1.86596349417103,1.8838184896265,1.88657358711472,0.0907257598410198,4.58836746093614
