Marker,RMS_State00_mm,RMS_State01_mm,RMS_State02_mm,RMS_State03_mm,RMS_State04_mm,RMS_State05_mm,RMS_State06_mm,RMS_State07_mm,RMS_State08_mm,Improvement_mm,Improvement_pct
R_Asis,10.6895192484845,4.42264934952995,4.42557697060643,4.41892006060926,4.41892006060926,4.39090747755082,4.39735682383777,4.43369826453101,4.43369826453101,6.25582098395346,58.5229404478634
L_Asis,8.25527286810405,4.98674880484351,4.96988275533569,4.74929727879211,4.74929727879211,4.63204530569071,4.61449417499238,4.60485904224463,4.60485904224463,3.65041382585943,44.2191782656095
Sacral,9.58342761287019,6.26272077264347,6.24218803359173,6.17651841093824,6.17651841093824,5.28268925368272,5.2825648534608,5.17249230897554,5.17249230897554,4.41093530389465,46.0266981927314
R_Thigh_Lateral,10.6686318075667,6.0020938079589,5.98150351649007,5.98751145236376,5.98751145236376,5.96293838815482,5.94990856961228,5.95649272772427,5.95649272772427,4.71213907984243,44.1681666856321
R_Knee_Lateral,19.3373442305938,3.84573150034323,3.84946069995602,3.16669734918746,3.16669734918746,3.09654241572786,3.09069965105019,3.13319170908509,3.13319170908509,16.2041525215087,83.7971974242045
R_Shank_Lateral,14.3323224887006,8.24275168634794,8.04432204207731,6.191090017334,6.191090017334,6.18295563528144,6.17996656505892,6.19823063104802,6.19823063104802,8.13409185765253,56.7534805616142
R_Ankle_Lateral,6.9760435159399,3.34869533391755,3.27320254911461,2.20334020052756,2.20334020052756,2.15434765596489,2.17051492722888,2.15104568975402,2.15104568975402,4.82499782618588,69.1652483984798
R_Heel,6.60722600034164,4.1855607221474,4.19560376038479,2.18542596652359,2.18542596652359,2.1161560139986,2.12923727633459,2.12373890497685,2.12373890497685,4.48348709536479,67.8573291595136
R_Toe,4.35089142155331,2.45208615634591,2.46359088070064,1.6667972424499,1.6667972424499,1.63635611277044,1.65280895461784,1.63840595209943,1.63840595209943,2.71248546945388,62.3432121522696
L_Thigh_Lateral,11.7840465514072,5.34851667680119,5.32648537865881,5.45129731982138,5.45129731982138,5.42191286517328,5.43012222210826,5.43065250546146,5.43065250546146,6.35339404594577,53.9152151022949
L_Knee_Lateral,20.9221068970259,4.81972678648073,4.85996735809647,3.72830017369392,3.72830017369392,3.75938324657467,3.7765718611986,3.73784025530036,3.73784025530036,17.1842666417255,82.1344940368711
L_Shank_Lateral,12.4153537321784,7.32344472987576,7.24273533391158,5.69966587057168,5.69966587057168,5.74331043124498,5.75277449716969,5.74311777081117,5.74311777081117,6.67223596136727,53.7418111903972
L_Ankle_Lateral,9.40941056772346,3.76189697582893,3.58703580391651,2.84361437818582,2.84361437818582,2.83860406035034,2.82748546141763,2.81236755629997,2.81236755629997,6.59704301142349,70.1111186927366
L_Heel,6.74546932154174,3.40098521072216,3.30726537623843,2.5108062958725,2.5108062958725,2.48168261138964,2.45949342880871,2.45275282383199,2.45275282383199,4.29271649770975,63.6385148769547
L_Toe,5.12267868752471,2.55231845676259,2.56147481062277,2.1194059943988,2.1194059943988,2.08906985317384,2.09273394661398,2.08506994873158,2.08506994873158,3.03760873879313,59.2972724639286
R_Shoulder,7.48254894751973,4.98443335821137,4.98240749380433,5.00631005781563,5.00631005781563,3.45142997120915,3.44530124122611,3.33990478121197,3.33990478121197,4.14264416630776,55.3640770727058
L_Shoulder,8.68329518409359,6.8515913496512,6.86833780201935,6.8844348296329,6.8844348296329,3.69869433214903,3.69993620175738,3.67518670233785,3.67518670233785,5.00810848175574,57.6752071141126
C7,4.42233416547183,5.72329454382292,5.71032418320721,5.72718615543664,5.72718615543664,2.53317760391259,2.52715451632929,2.47977705473049,2.47977705473049,1.94255711074134,43.9260589104324
J_Notch,5.72256977509476,5.70426788854595,5.69770920358811,5.73550313520386,5.73550313520386,2.94546730145496,2.94501831410702,2.90362387076898,2.90362387076898,2.81894590432578,49.2601403759922
Thoracic,9.96279915846777,4.90227347390984,4.9056461280062,4.89654404430111,4.89654404430111,4.31038884599896,4.30390158397156,4.2536510464897,4.2536510464897,5.70914811197807,57.3046592746542
Sternum,9.89602243114196,8.05986658532417,8.05612567011885,8.18186032229849,8.18186032229849,5.04866431793917,5.05063599423388,4.97630378229901,4.97630378229901,4.91971864884296,49.7141016309847
R_Elbow,11.5653167418068,6.12409444075244,6.1278589502992,6.08744374768515,6.08744374768515,2.74339503468472,2.7251849663445,2.6951340434295,2.6951340434295,8.87018269837734,76.6964095874089
L_Elbow,7.32816371810662,5.57135117381462,5.56559730142752,5.57739177263113,5.57739177263113,3.42573149292414,3.45814132678751,3.07228735840472,3.07228735840472,4.2558763597019,58.0756178957406
R_Wrist,7.33039333779928,3.91664764964394,3.92254671928696,3.90724641406921,3.90724641406921,2.02764386019285,2.02806558362601,2.01589863281921,2.01589863281921,5.31449470498007,72.4994479842685
L_Wrist,5.13578437766295,4.30990825768345,4.31306800115784,4.31592519393376,4.31592519393376,3.13044490005739,3.14732595919232,2.85359331734989,2.85359331734989,2.28219106031305,44.4370497764466
