Step,StepName,Marker,InitialMean_mm,FinalMean_mm,MeanChange_mm,InitialRMS_mm,FinalRMS_mm,RMSChange_mm,InitialMax_mm,FinalMax_mm
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Asis,5.8926301996008,6.58348924151697,0.690859041916167,6.15671401245336,7.03444524613664,0.877731233683286,9.85339,12.72799
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,L_Asis,6.43981131736527,3.18922487025948,-3.25058644710579,6.74231957488211,3.40822811164376,-3.33409146323835,10.71791,5.95415
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Psis,6.15392974051896,3.45936449101796,-2.694565249501,6.289452562764,3.59393929534739,-2.69551326741661,10.69505,6.91413
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,L_Psis,6.64711045908184,3.18113570858283,-3.465974750499,6.72284289790922,3.33869096565452,-3.3841519322547,10.17937,6.12588
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,Sacral,6.33602081836327,3.2796875249501,-3.05633329341317,6.42830478203599,3.41315585459871,-3.01514892743728,10.34436,6.67909
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Thigh_Lateral,18.684653253493,5.45070528942116,-13.2339479640719,19.0723957997852,6.21179360555826,-12.8606021942269,36.62109,18.98408
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Knee_Lateral,28.4946744111776,8.12329946107784,-20.3713749500998,30.8477557532093,9.96107475687108,-20.8866809963383,55.90016,24.75203
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Shank_Lateral,11.6695730339321,6.06925355289421,-5.60031948103793,12.3305284366188,6.88154213957052,-5.44898629704826,23.54806,17.49495
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Ankle_Lateral,10.4816199800399,3.50257375249501,-6.97904622754491,10.9349635088647,4.33536184195143,-6.59960166691329,16.84476,10.28728
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Heel,10.0997095409182,4.44842241516966,-5.6512871257485,10.3723593299752,4.79134789020379,-5.58101143977146,17.94813,8.48361
1,TVC16_3_JMP_01_pelvis_thigh_marker_adjustment,R_Toe,6.06119143712575,2.63227299401198,-3.42891844311377,6.26730382254035,2.87266830996001,-3.39463551258034,11.52715,5.3375
