Marker,RMS_State00_mm,RMS_State01_mm,RMS_State02_mm,RMS_State03_mm,RMS_State04_mm,RMS_State05_mm,RMS_State06_mm,RMS_State07_mm,RMS_State08_mm,Improvement_mm,Improvement_pct
R_Asis,4.58600324438745,5.99696792915048,5.98743738542081,5.87037274389004,5.87037274389004,4.10139159052357,4.10339234689142,4.11132557000318,4.11443111566389,0.471572128723561,10.2828564131674
L_Asis,4.9268964349478,5.65446320204582,5.60449229922551,5.06192908269342,5.06192908269342,4.06697846729906,4.06544081421088,4.11601468779175,4.11665742591972,0.810239009028072,16.4452210377476
Sacral,12.1985484798131,12.1988317635559,12.138598212176,11.9747309803012,11.9747309803012,7.39946918012859,7.40020029840828,7.07899930213509,7.08301563436821,5.11553284544485,41.9355864667863
R_Thigh_Lateral,12.3180870627,10.5150960984206,10.6265992592013,9.87861102742094,9.87861102742094,9.67505060023871,9.67314070746718,9.61037085886123,9.6203393700772,2.69774769262281,21.9007032414292
R_Knee_Lateral,7.76535556223646,3.93051326584414,4.2910100355743,4.2380554216206,4.2380554216206,2.98109950235728,2.99905376926844,3.04634650491138,3.01180036099544,4.75355520124103,61.2149072008748
R_Shank_Lateral,17.242791454469,11.3431156935667,10.468358727018,9.02636763460835,9.02636763460835,8.80137691975431,8.80593653420032,8.84021917839422,8.80981509517838,8.43297635929063,48.9072571663271
R_Ankle_Lateral,4.40511870582255,3.5616517577858,2.79091671031153,2.62296191394189,2.62296191394189,3.08142869265394,3.07840716697251,3.03155232396625,3.03844736406691,1.36667134175564,31.0246200618661
R_Heel,5.22718622908737,3.77699417827654,3.88565652509777,3.61450689825472,3.61450689825472,3.74668032923246,3.74574067686038,3.74843949504616,3.74717152786411,1.48001470122326,28.3137932409509
R_Toe,3.02704432028138,2.15007240484744,2.24404470861175,1.98801883571268,1.98801883571268,2.00839099818735,2.00521283387172,2.01398530428921,2.0006218515421,1.02642246873928,33.9084056966786
L_Thigh_Lateral,8.37757713772729,8.98732439554754,9.23748469673424,8.45530669099567,8.45530669099567,8.07876913176542,8.05942459050797,8.05651553984444,8.04534312150824,0.332234016219047,3.96575299465613
L_Knee_Lateral,9.59207732466906,5.70722310705597,6.35850378080653,5.32285409618998,5.32285409618998,3.5175187849334,3.5230006032676,3.5524557993431,3.55664275529933,6.03543456936973,62.9210374883832
L_Shank_Lateral,14.4636961543655,11.6029662739037,11.6628513467352,8.95958464264276,8.95958464264276,8.7457056903177,8.76327921817185,8.74811393453875,8.76406702027984,5.69962913408567,39.4064495911398
L_Ankle_Lateral,6.12500858736699,4.00842176180979,4.00412304254132,2.50919821731783,2.50919821731783,2.58256320081251,2.59568498989567,2.5591589099672,2.56333196082893,3.56167662653806,58.1497409470432
L_Heel,6.51118778627887,5.5868675618158,5.72159153646064,3.20787509368851,3.20787509368851,3.154074598952,3.1526415068183,3.15657117750268,3.15557820719539,3.35560957908348,51.5360589991708
L_Toe,3.56570089614714,3.21955966329819,3.44881749420805,2.50001910589486,2.50001910589486,2.35607180401274,2.34600053133165,2.32978447562942,2.34115920970085,1.22454168644629,34.3422435619727
R_Shoulder,14.197933285341,14.9528568636376,14.9768720904838,14.9907722640871,14.9907722640871,5.89912554196577,5.89239995226404,5.64164335720347,5.64155766566314,8.55637561967789,60.2649374927836
L_Shoulder,15.3857650810437,16.5208192668061,16.5656711037357,16.560653844609,16.560653844609,4.90732453256999,4.89996652568507,4.70716060827612,4.70891781009299,10.6768472709507,69.3943214049543
C7,17.8887369211542,15.8222018926289,15.7265131890976,15.8170145392149,15.8170145392149,2.75139196457861,2.74605774650615,2.69540884584151,2.70120963232735,15.1875272888268,84.899942101932
J_Notch,12.8274803842599,11.63550269025,11.6201843367496,11.6184281423854,11.6184281423854,2.52494020109413,2.52077696938349,2.47418181838008,2.47688694614117,10.3505934381187,80.6907758036375
Thoracic,14.1028389824464,11.3636268972302,11.1791284781006,11.3730809628688,11.3730809628688,2.71462119571049,2.71071974605163,2.58269436172944,2.58083330198063,11.5220056804658,81.6999023728984
Sternum,19.5617772320182,18.5391904455669,18.5865366500882,18.5405325439298,18.5405325439298,6.29551025794154,6.29357835688333,6.16183218908902,6.16658387248773,13.3951933595305,68.4763618389722
R_Elbow,19.7073262343421,20.839900358455,20.8840332097325,20.8541138497995,20.8541138497995,2.8301004298929,2.908203584377,2.07002131422235,2.06615405882789,17.6411721755142,89.5158072979611
L_Elbow,15.33009440007,17.435106776916,17.491184903495,17.4922218781057,17.4922218781057,2.4624387044292,2.4621371063904,1.87489519898236,1.87036153759486,13.4597328624751,87.7994127838749
R_Wrist,12.1612267873181,12.9891267486579,13.0204859419397,13.0247972249821,13.0247972249821,3.65041756457461,3.71634809203518,2.32906464572563,2.33549370465958,9.82573308265849,80.795574776263
L_Wrist,8.68320297599299,9.65751529438602,9.70582595628476,9.69751911507474,9.69751911507474,3.10099999158554,3.08619713985957,2.25758103260476,2.26123633393527,6.42196664205772,73.9584996436562
